username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
RajiniPrakash_;2017-01-09 05:11;1;4;"அனைத்து நடுநிலை ஊடகங்களும் நேற்று நடுநிலை இழந்தது....மாணம் கெட்ட ஊடகங்கள்.... #jallikattu #BAN PETA #RIP TN MEDIA pic.twitter.com/QLZlxptZKi";;;#jallikattu #BAN #RIP;"818241255490670593";https://twitter.com/RajiniPrakash_/status/818241255490670593
suman11karthik;2017-01-09 05:02;0;0;"@trishtrashers @iamAmyJackson @arya_offl @VishalKOfficial #jallikattu is our pride n culture.";;@trishtrashers @iamAmyJackson @arya_offl @VishalKOfficial;#jallikattu;"818239082648072192";https://twitter.com/suman11karthik/status/818239082648072192
aruncmurugesan;2017-01-09 05:02;1;0;"நடிகர் சங்க தேர்தலை நடு இரவுவரை நேரடி ஒளிப்பரப்பு செய்த ஊடகங்கள் #மெரினா பேரணியின் போது மட்டும் உறங்கிவிடுகிறது #wedojallikatu #jallikattu";;;# #wedojallikatu #jallikattu;"818238911491117057";https://twitter.com/aruncmurugesan/status/818238911491117057
palladianknight;2017-01-09 04:43;2;0;"#jallikattu #thamizhan @London, Ontario https://www. instagram.com/p/BPBXrZHh-YK/";;@London;#jallikattu #thamizhan;"818234158409363456";https://twitter.com/palladianknight/status/818234158409363456
VeeraTamizhan2;2017-01-09 04:34;12;7;"Majestic Indian bulls... #jallikattu is the 1ly way to save them. No one can stop us #wedojalikattu as this is our national duty pic.twitter.com/yb0j7mgwwK";;;#jallikattu #wedojalikattu;"818231838246248448";https://twitter.com/VeeraTamizhan2/status/818231838246248448
PrForexTrader;2017-01-09 04:25;0;5;"#Viratkohli #Anushka #weSupportJallikattu Youth Protesting to remove Ban on #Jallikattu https:// goo.gl/oAD6Kv .Its more than a Sport. pic.twitter.com/d4QDyuIFTr";;;#Viratkohli #Anushka #weSupportJallikattu #Jallikattu;"818229694214574080";https://twitter.com/PrForexTrader/status/818229694214574080
Meldyjoe;2017-01-09 04:08;0;0;"It's not from a movie Eliangargal ->tamilargal -> Naalaya Thalivargal Feeling proud #jallikattu pic.twitter.com/qAqKLzlaT3";;;#jallikattu;"818225278610571264";https://twitter.com/Meldyjoe/status/818225278610571264
PrForexTrader;2017-01-09 03:56;0;0;"@narendramodi #SupremeCourt #TamilNadu Request to watch Youth Protesting Ban on #Jallikattu https:// goo.gl/oAD6Kv #wesupportjallikattu";;@narendramodi;#SupremeCourt #TamilNadu #Jallikattu #wesupportjallikattu;"818222263807995905";https://twitter.com/PrForexTrader/status/818222263807995905
PrForexTrader;2017-01-09 03:55;1;5;"#SupremeCourt #NarendraModi #TamilNadu Request to watch Youth Protesting Ban on #Jallikattu https:// goo.gl/oAD6Kv #wesupportjallikattu pic.twitter.com/4929xUlsiz";;;#SupremeCourt #NarendraModi #TamilNadu #Jallikattu #wesupportjallikattu;"818221996773347328";https://twitter.com/PrForexTrader/status/818221996773347328
veeratalks;2017-01-09 03:45;60;49;"#ஜல்லிக்கட்டு தடை பற்றி தெளிவாக படம் போட்டு விளக்கம் கொடுக்கும் @AshokSrinithi சிங்காநல்லூர் #பாமக வேட்பாளர் 2016. Part 1/3 #Jallikattu pic.twitter.com/vVvgnLGJ4R";;@AshokSrinithi;# # #Jallikattu;"818219607572054016";https://twitter.com/veeratalks/status/818219607572054016
veeratalks;2017-01-09 03:33;125;108;"#ஜல்லிக்கட்டு தடை பற்றி தெளிவாக படம் போட்டு விளக்கம் கொடுக்கும் @AshokSrinithi சிங்காநல்லூர் #பாமக வேட்பாளர் 2016. Part 1/1 #Jallikattu pic.twitter.com/vLIBrGwfjm";;@AshokSrinithi;# # #Jallikattu;"818216506462965761";https://twitter.com/veeratalks/status/818216506462965761
Jean_Balan15;2017-01-09 03:25;0;0;"Thanks. I have more questions like, Jallikattu happens in TN so what happens in north part of India? What do they do? #jallikattu";;;#jallikattu;"818214645244821504";https://twitter.com/Jean_Balan15/status/818214645244821504
naveenanraji;2017-01-09 03:09;0;2;"Pullarichifying moment to see the support from new generation for #jallikattu";;;#jallikattu;"818210515164004353";https://twitter.com/naveenanraji/status/818210515164004353
harryhkwtd;2017-01-09 03:04;1;2;"@narendramodi #PETA #jallikattu #belgium #TamilNadu @SmileSettai @PTTVOnlineNews";;@narendramodi @SmileSettai @PTTVOnlineNews;#PETA #jallikattu #belgium #TamilNadu;"818209184474943488";https://twitter.com/harryhkwtd/status/818209184474943488
saransoftware;2017-01-09 03:03;0;1;"I support Jallikattu #wedojalikattu #jallikattu";;;#wedojalikattu #jallikattu;"818208911719366656";https://twitter.com/saransoftware/status/818208911719366656
kaartztam;2017-01-09 02:47;1;0;"அதே சமயம் அமீர் வைகோ போன்றவர்களையும் அனுமதிக்கூடாது. #jallikattu #ISupportJallikattu https:// twitter.com/TrichyMannaru/ status/818053753383202817 …";;;#jallikattu #ISupportJallikattu;"818205065475289089";https://twitter.com/kaartztam/status/818205065475289089
harryhkwtd;2017-01-09 02:42;3;3;"Today, we had a #JalliKattu [Eruthazhuvuthal] awareness campaign in Brussels,Belgium. @ndtv @CNN @FoxNews @news7tamil @ZeeNews #SaveFarmers pic.twitter.com/T9AsnRg8aS";;@ndtv @CNN @FoxNews @news7tamil @ZeeNews;#JalliKattu #SaveFarmers;"818203708500672512";https://twitter.com/harryhkwtd/status/818203708500672512
nirosht4u;2017-01-09 02:32;0;0;"#wedojallikatu #jallikattu #WeWantJallikattu";;;#wedojallikatu #jallikattu #WeWantJallikattu;"818201135324561409";https://twitter.com/nirosht4u/status/818201135324561409
BalajiJubilant;2017-01-09 02:23;0;0;"#WeSupportJallikattu #Jallikattu #TNneedsJALLIKATU";;;#WeSupportJallikattu #Jallikattu #TNneedsJALLIKATU;"818198872145227778";https://twitter.com/BalajiJubilant/status/818198872145227778
prbtwitts;2017-01-09 02:15;1;4;"#jallikattu #wedojallikatu Good show friends. #BanPeta https:// twitter.com/mohandreamer/s tatus/817963974889046016 …";;;#jallikattu #wedojallikatu #BanPeta;"818196932774526976";https://twitter.com/prbtwitts/status/818196932774526976
AbdulKh72838885;2017-01-09 02:09;0;2;"#varlaam varlaa vaa bairavaa #jallikattu pic.twitter.com/0ehYaMrfXr";;;#varlaam #jallikattu;"818195338490236930";https://twitter.com/AbdulKh72838885/status/818195338490236930
prashudayar;2017-01-09 02:08;9;13;"Ban on #jallikattu is tsting the patience of ppl, #SupremeCourt shd respect tax payers of India over #PETA tat contribute nothing to nation";;;#jallikattu #SupremeCourt #PETA;"818195115604897792";https://twitter.com/prashudayar/status/818195115604897792
Real_Praveen003;2017-01-09 02:03;0;0;"Behalf of youngsters nd I salute @hiphoptamizha who only created an awareness abt #jallikattu amng d youngsters by #takkaru #wedojallikatu";;@hiphoptamizha;#jallikattu #takkaru #wedojallikatu;"818193988574449664";https://twitter.com/Real_Praveen003/status/818193988574449664
pradzy_;2017-01-09 01:53;0;0;"#jallikattu video @cinemapayyan @itisprashanth @dhanushkraja @DhivyaDharshini @sunnewstamil #wedojallikatu https:// youtu.be/zlvWxgMGNlM";;@cinemapayyan @itisprashanth @dhanushkraja @DhivyaDharshini @sunnewstamil;#jallikattu #wedojallikatu;"818191426668417024";https://twitter.com/pradzy_/status/818191426668417024
pradzy_;2017-01-09 01:51;0;2;"#jallikattu video Pls watch out and share Twitter ppl! #wedojallikatu #TNneedsJALLIKATU @SmileSettai @news7tamil https:// youtu.be/zlvWxgMGNlM";;@SmileSettai @news7tamil;#jallikattu #wedojallikatu #TNneedsJALLIKATU;"818191012770226176";https://twitter.com/pradzy_/status/818191012770226176
ThiyagarajanK4;2017-01-09 01:49;1;5;"Lets march to #Madurai and support #Jallikattu let's see how they can stop when entire TN youths present thr #Edravandiya #wedojallikattu";;;#Madurai #Jallikattu #Edravandiya #wedojallikattu;"818190399546138624";https://twitter.com/ThiyagarajanK4/status/818190399546138624
j26anfield;2017-01-09 01:48;12;31;"1st Round of #jallikattu league #TamilNadu 1-0 #PETA Game ovr #TamilNadu wins. #Banpetaindia #BeedaoverPeta #Beedatastesgood pic.twitter.com/cEzNZPFzQq";;;#jallikattu #TamilNadu #PETA #TamilNadu #Banpetaindia #BeedaoverPeta #Beedatastesgood;"818190235863552002";https://twitter.com/j26anfield/status/818190235863552002
DanielRathan;2017-01-09 01:44;0;0;"@Suriya_offl voices for #Jallikattu http:// ln.is/G9urC #WeDoJallikattu #BanPeta ... by #manumechster via @c0nvey";;@Suriya_offl @c0nvey;#Jallikattu #WeDoJallikattu #BanPeta #manumechster;"818189213808152576";https://twitter.com/DanielRathan/status/818189213808152576
editorgowtham;2017-01-09 01:43;0;0;"செத்துருங்க... !!!! #WeSupportJallikattu #TNneedsJallikattu #Jallikattu http:// fb.me/7qKawglC2";;;#WeSupportJallikattu #TNneedsJallikattu #Jallikattu;"818188784881668096";https://twitter.com/editorgowtham/status/818188784881668096
ThiyagarajanK4;2017-01-09 01:41;1;2;"It feels great nd proud moment for all of us , to see the great support for #jallikattu #TNfarmers #Power_of_youth #wedojallikattu";;;#jallikattu #TNfarmers #Power_of_youth #wedojallikattu;"818188279786811392";https://twitter.com/ThiyagarajanK4/status/818188279786811392
Amarnathanm;2017-01-09 01:40;0;1;"I support #Jallikattu Amazed with mass gathering seen in chennai today. Wait and watch @PetaIndia It's just a beginning";;@PetaIndia;#Jallikattu;"818188234383507456";https://twitter.com/Amarnathanm/status/818188234383507456
abhishekjain118;2017-01-09 01:30;0;2;"#jallikattu #wedojallikatu Allowed vs not allowed pic.twitter.com/bGNDfY1Jo8";;;#jallikattu #wedojallikatu;"818185735513767937";https://twitter.com/abhishekjain118/status/818185735513767937
drkarunamoorthi;2017-01-09 01:22;2;0;"ஏறு தழுவல்! எம் இன உரிமை! #Jallikattu #WeDoJallikattu #TNneedsJallikattu #JallikattuOurRight #JallikattuOurPride pic.twitter.com/6WBoL2DweY";;;#Jallikattu #WeDoJallikattu #TNneedsJallikattu #JallikattuOurRight #JallikattuOurPride;"818183625506254848";https://twitter.com/drkarunamoorthi/status/818183625506254848
PrabuTalkies;2017-01-09 01:18;4;8;"First Ktown Biggie raise voice & supprt for #Jallikattu @Suriya_offl @rajsekarpandian #wesupportjallikattu pic.twitter.com/u3IIrVfW0M";;@Suriya_offl @rajsekarpandian;#Jallikattu #wesupportjallikattu;"818182522957754368";https://twitter.com/PrabuTalkies/status/818182522957754368
moviestar_offl;2017-01-09 01:14;0;1;"#KombuVachaSingamda #JalliKattu song - Music composed by @gvprakash and lyrics penned by @Arunrajakamaraj pic.twitter.com/0fPS1OX0TQ";;@gvprakash @Arunrajakamaraj;#KombuVachaSingamda #JalliKattu;"818181562290282500";https://twitter.com/moviestar_offl/status/818181562290282500
BLUE_KVR;2017-01-09 01:10;0;3;"#Bullembrace #ஏறுதழுவல் is the ancient culture. #jallikattu #ஜல்லிகட்டு is not a cruelty its a culture .!!!";;;#Bullembrace # #jallikattu #;"818180484593254400";https://twitter.com/BLUE_KVR/status/818180484593254400
MarishMkm;2017-01-09 01:06;0;1;"Today 8/1/2017 #Jallikattu Ku support panni Chennai merinavil aarbhattam.... Sumar 20000 kum athigamana students youths kallandhu kittanga pic.twitter.com/kzags5bSSX";;;#Jallikattu;"818179561418584065";https://twitter.com/MarishMkm/status/818179561418584065
Aandavan_offl;2017-01-09 00:58;0;0;"@cinemapayyan @LMKMovieManiac @itisprashanth See this anna With video #Suriya Support for #Jallikattu https:// twitter.com/TrollSuperstar s/status/818173027808645121 …";;@cinemapayyan @LMKMovieManiac @itisprashanth;#Suriya #Jallikattu;"818177578368307200";https://twitter.com/Aandavan_offl/status/818177578368307200
DineshLD95;2017-01-09 00:56;0;1;"#Jallikattu break the rules and #wedojallikatu";;;#Jallikattu #wedojallikatu;"818177082559561728";https://twitter.com/DineshLD95/status/818177082559561728
kmmk_vr46;2017-01-09 00:50;0;0;"#ProfileVideo for #Jallikattu #VoiceForJallikattu #SupportFarmers #WeDoJallikattu http:// fb.me/4Eo02Gjjo";;;#ProfileVideo #Jallikattu #VoiceForJallikattu #SupportFarmers #WeDoJallikattu;"818175518423908352";https://twitter.com/kmmk_vr46/status/818175518423908352
rajvick;2017-01-09 00:47;0;0;"#jallikattu i realy thanks to our youth peoples,whoes gathered at marina .";;;#jallikattu;"818174853261983744";https://twitter.com/rajvick/status/818174853261983744
Im_Siva_;2017-01-09 00:47;0;1;"Hv Shared two videos about #Jallikattu & they both hv hardly 9K views! Wondering hw movie trailers getting millions of views in a day?";;;#Jallikattu;"818174836463796228";https://twitter.com/Im_Siva_/status/818174836463796228
venkatperu;2017-01-09 00:47;3;2;"#TNneedsJalliKattu2017 Save #Jallikattu Save our breeds Save our Tradition Save Tamil Culture @ndtv @ANI_news @aajtak @abpnewstv @CNN pic.twitter.com/qDm4vf31jV";;@ndtv @ANI_news @aajtak @abpnewstv @CNN;#TNneedsJalliKattu2017 #Jallikattu;"818174712127877120";https://twitter.com/venkatperu/status/818174712127877120
MIRK_MADAN;2017-01-09 00:41;2;3;"#Jallikattu #TNneedsJalliKattu2017 I support sorry whole #Indians should support";;;#Jallikattu #TNneedsJalliKattu2017 #Indians;"818173289042317312";https://twitter.com/MIRK_MADAN/status/818173289042317312
TrollSuperstars;2017-01-09 00:40;123;224;"First Ktown Biggie raise voice & supprt for #Jallikattu @Suriya_offl @rajsekarpandian #wesupportjallikattu pic.twitter.com/QpPqKh2oX4";;@Suriya_offl @rajsekarpandian;#Jallikattu #wesupportjallikattu;"818173027808645121";https://twitter.com/TrollSuperstars/status/818173027808645121
6face_dfc;2017-01-09 00:23;0;2;"#Takkaru_Takkaru is not a album song. It's a whole voice of people who want #JALLIKATTU ... Hat's off @hiphoptamizha #WeWantJallikattu pic.twitter.com/IrenKEviQx";;@hiphoptamizha;#Takkaru_Takkaru #JALLIKATTU #WeWantJallikattu;"818168690701111296";https://twitter.com/6face_dfc/status/818168690701111296
dhinesh_dk18;2017-01-09 00:23;0;1;"First major voice from kollywood supporting #jallikattu . thanks @Suriya_offl Anna";;@Suriya_offl;#jallikattu;"818168664243376128";https://twitter.com/dhinesh_dk18/status/818168664243376128
kumares04;2017-01-09 00:19;0;0;"தமிழனின் வீர மரபு !!!!!!!!!!! #jallikattu nadakanum...illati nanga nadathuvom pic.twitter.com/fdKQxe9Mly";;;#jallikattu;"818167878369284096";https://twitter.com/kumares04/status/818167878369284096
universe_tera;2017-01-09 00:15;0;0;"Profile video for #Jallikattu Supporters by #VasanRajeshwaran Vasan Rajeswaran #WeSupportJallikattu Download link... http:// fb.me/uf3Fuo2I";;;#Jallikattu #VasanRajeshwaran #WeSupportJallikattu;"818166831043186689";https://twitter.com/universe_tera/status/818166831043186689
Sabari_SBR;2017-01-09 00:15;1;0;"#jallikattu #tnfarmers #methane #tnfishermen #cauveryriver #mullaiperiyardam #etc";;;#jallikattu #tnfarmers #methane #tnfishermen #cauveryriver #mullaiperiyardam #etc;"818166637304172548";https://twitter.com/Sabari_SBR/status/818166637304172548
HaRisH_SiMbU;2017-01-09 00:13;5;12;"#Coimbatore people's time to support #Jallikattu January 11- 4.30 pm - Codisia Conducted by all college stdnts Contact:8668014756/9047087671 pic.twitter.com/Js6KFsLhcq";;;#Coimbatore #Jallikattu;"818166369506054144";https://twitter.com/HaRisH_SiMbU/status/818166369506054144
Anbuagri1;2017-01-09 00:11;0;0;"I supporting #jallikattu #";;;#jallikattu #;"818165624484589574";https://twitter.com/Anbuagri1/status/818165624484589574
Navin_designs;2017-01-09 00:09;18;46;"வலுத்த குரலாய்.. உரத்த குரலாய்.. ஒலித்த சூரியன் நீ... @Suriya_offl #ஜல்லிக்கட்டு #SaveJallikattu #jallikattu #wesupportjallikattu pic.twitter.com/8Njyf6lsIs";;@Suriya_offl;# #SaveJallikattu #jallikattu #wesupportjallikattu;"818165184120299520";https://twitter.com/Navin_designs/status/818165184120299520
vinaykarnan;2017-01-09 00:09;0;0;"#jallikattu pic.twitter.com/iJmm0tkDdq";;;#jallikattu;"818165121868529664";https://twitter.com/vinaykarnan/status/818165121868529664
SeeVa_Sivakumar;2017-01-09 00:08;0;0;"#SaveJallikattu #WeNeedJallikattu #Jallikattu #TNneedsJallikattu";;;#SaveJallikattu #WeNeedJallikattu #Jallikattu #TNneedsJallikattu;"818164910521622528";https://twitter.com/SeeVa_Sivakumar/status/818164910521622528
AskMouli;2017-01-09 00:04;4;11;"#jallikattu Superb na @Suriya_offl https:// twitter.com/thanthitv/stat us/818128796272492545 …";;@Suriya_offl;#jallikattu;"818164098546470912";https://twitter.com/AskMouli/status/818164098546470912
a_Jeyaraj;2017-01-09 00:00;0;0;"#Suriya about #JALLIKATTU #TNNeedsJALLIKATTU http:// fb.me/1DN37aUob";;;#Suriya #JALLIKATTU #TNNeedsJALLIKATTU;"818162911080132608";https://twitter.com/a_Jeyaraj/status/818162911080132608
shyamsundertg;2017-01-08 23:59;0;0;"#jallikattu";;;#jallikattu;"818162622310674432";https://twitter.com/shyamsundertg/status/818162622310674432
filmboltyt;2017-01-08 23:57;0;1;"Much needed initiative from @SmileSettai #WeDoJallikattu !! We support them. http:// bit.ly/2jmku8a #SmileSettai #Jallikattu #RjVignesh";;@SmileSettai;#WeDoJallikattu #SmileSettai #Jallikattu #RjVignesh;"818162346572943360";https://twitter.com/filmboltyt/status/818162346572943360
PoovaiDinesh87;2017-01-08 23:55;0;2;"நடிகர்சங்கதேர்தலைநடுஇரவுவரை நேரடிஒளிப்பரப்புசெய்தஊடகங்கள் #மெரினாபேரணியின் போதுமட்டும் உறங்கிவிடுகிறது #jallikattu @thanthitv @pttv_tweets";;@thanthitv @pttv_tweets;# #jallikattu;"818161798545371136";https://twitter.com/PoovaiDinesh87/status/818161798545371136
HaRisH_SiMbU;2017-01-08 23:55;7;13;"Tomorrow morning at 9.30 am everyone should assemble near Thevar Silai - Goripalayam To support #JalliKattu Madurai friends please support pic.twitter.com/Eptnx2iC9m";;;#JalliKattu;"818161756199493632";https://twitter.com/HaRisH_SiMbU/status/818161756199493632
VSamattiyar;2017-01-08 23:55;2;10;"மிரண்டது மெரினா,ஜல்லிக்கட்டுக்கு ஆதரவாக சீற்றம் கொண்ட இளைஞர் படை.. #jallikattu pic.twitter.com/522gLcSFiP";;;#jallikattu;"818161670732345348";https://twitter.com/VSamattiyar/status/818161670732345348
ShankiShiva;2017-01-08 23:53;1;0;"I think u r d only celebrity to stand for #jallikattu we didn't c any others came to support. Hats off to u #TNneedsJALIKATTU";;;#jallikattu #TNneedsJALIKATTU;"818161265684123649";https://twitter.com/ShankiShiva/status/818161265684123649
drkarunamoorthi;2017-01-08 23:53;0;0;"நாட்டு மாடுகள் அழியும் சூழலில் உள்ளன, ஆகையால் சட்டத்தின் மூலம் ஜல்லிக்கட்டை தடுக்க நினைக்க கூடாது. #jallikattu pic.twitter.com/9BzpQXwLrX";;;#jallikattu;"818161230930202626";https://twitter.com/drkarunamoorthi/status/818161230930202626
ashishmurugan;2017-01-08 23:53;1;1;"@hiphoptamizha #Thankyou #Jallikattu #ItsOnlyBeauseOfyou #TakkaruTakkaru #InspirationToconduct such event @#marinabeach #WeNeedJallikattu";;@hiphoptamizha @;#Thankyou #Jallikattu #ItsOnlyBeauseOfyou #TakkaruTakkaru #InspirationToconduct #marinabeach #WeNeedJallikattu;"818161151540338689";https://twitter.com/ashishmurugan/status/818161151540338689
keerthikeev;2017-01-08 23:49;1;1;"Let's raise our voice for farmers and our nation . Culture is a pride . #Jallikattu #wedojallikatu #nevergiveup https:// youtu.be/tJUlUWxYFWI";;;#Jallikattu #wedojallikatu #nevergiveup;"818160185122361344";https://twitter.com/keerthikeev/status/818160185122361344
jvpandya;2017-01-08 23:48;0;0;"A modern version of Gandhi's #saltSatyagrah nonviolent civil disobedience is due now in #TamilNadu for #jallikattu @Swamy39 @drrajmohan77";;@Swamy39 @drrajmohan77;#saltSatyagrah #TamilNadu #jallikattu;"818159949201231872";https://twitter.com/jvpandya/status/818159949201231872
kar2000k;2017-01-08 23:47;0;1;"Retweeted T R B Rajaa ( @TRBRajaa ): #SaveJallikattu #jallikattu Huge youngsters' rally in Chennai calls for... http:// fb.me/15fAyZWSg";;@TRBRajaa;#SaveJallikattu #jallikattu;"818159662323421185";https://twitter.com/kar2000k/status/818159662323421185
cinemaprofile;2017-01-08 23:46;2;2;"#SupportJallikattu #SaveJallikattu #jallikattu facebook page as " #WeDoJallikattu " seemore at : https:// goo.gl/2ugtup pic.twitter.com/7SOIIikDYz";;;#SupportJallikattu #SaveJallikattu #jallikattu #WeDoJallikattu;"818159461839708160";https://twitter.com/cinemaprofile/status/818159461839708160
i_am_pravn;2017-01-08 23:45;0;0;"#jallikattu #wesupportjallikattu #SupportJallikattu pic.twitter.com/ZX7Ite15FW";;;#jallikattu #wesupportjallikattu #SupportJallikattu;"818159233996685313";https://twitter.com/i_am_pravn/status/818159233996685313
cinibooksite;2017-01-08 23:44;0;1;"#meena and #mohanlal welcomes #jallikattu http:// fb.me/2LKQSYlcF";;;#meena #mohanlal #jallikattu;"818159023664951296";https://twitter.com/cinibooksite/status/818159023664951296
EditorAnton;2017-01-08 23:43;0;1;"GUYS are y ready ??? பட்டி தொட்டி எல்லாம் தெறிக்க விட திமிரா வரோம் காளையோட :p #SaveJallikattu #tnneedjallikatu #jallikattu";;;#SaveJallikattu #tnneedjallikatu #jallikattu;"818158757771362305";https://twitter.com/EditorAnton/status/818158757771362305
hariharanmj19;2017-01-08 23:42;0;0;"TN needs #jallikattu pic.twitter.com/4EORCJAPim";;;#jallikattu;"818158475784187904";https://twitter.com/hariharanmj19/status/818158475784187904
Yogeshb4u1;2017-01-08 23:40;0;0;"#Tamilnadu #Chennai proved d best while united for #jallikattu . Last time it was when #chennairains let's not give it up, stay united. proud";;;#Tamilnadu #Chennai #jallikattu #chennairains;"818158047159676930";https://twitter.com/Yogeshb4u1/status/818158047159676930
sulthan93;2017-01-08 23:39;0;0;"https:// youtu.be/no8-RcTP2rs now its tym to support #Jallikattu @hiphoptamizha #Takkaru takkaru";;@hiphoptamizha;#Jallikattu #Takkaru;"818157763763249152";https://twitter.com/sulthan93/status/818157763763249152
anandcool01;2017-01-08 23:38;0;0;"@Neetu_Chandra will you give your suppot to #jallikattu mam?";;@Neetu_Chandra;#jallikattu;"818157546191998976";https://twitter.com/anandcool01/status/818157546191998976
rockfortinba;2017-01-08 23:38;0;4;"நடிகர் சங்க தேர்தலை நடு இரவுவரை நேரடி ஒளிப்பரப்பு செய்த ஊடகங்கள் #மெரினா பேரணியின் போது மட்டும் உறங்கிவிடுகிறது #jallikattu @TRBRajaa";;@TRBRajaa;# #jallikattu;"818157491129356288";https://twitter.com/rockfortinba/status/818157491129356288
Allwinvino;2017-01-08 23:37;0;2;"#jallikattu so many tamizhans gethu games and most waiting #entertainment pic.twitter.com/n1nvoBySza";;;#jallikattu #entertainment;"818157233460625408";https://twitter.com/Allwinvino/status/818157233460625408
NikhinNP;2017-01-08 23:37;0;0;"I support #jallikattu #. Peta - Pls do not kill our native breeds. We are not asking any help from you but pls do not disturb us.";;;#jallikattu #;"818157165785546758";https://twitter.com/NikhinNP/status/818157165785546758
RioRam6;2017-01-08 23:35;0;0;"#Jallikattu #Thevaiii";;;#Jallikattu #Thevaiii;"818156683314728960";https://twitter.com/RioRam6/status/818156683314728960
DhanushismKK;2017-01-08 23:34;1;0;"#KKDF 's support 4 our traditional sport #jallikattu in short-way #wesupportjallikattu @itisprashanth @rameshlaus pic.twitter.com/IiIMx81fjm";;@itisprashanth @rameshlaus;#KKDF #jallikattu #wesupportjallikattu;"818156435653525504";https://twitter.com/DhanushismKK/status/818156435653525504
Chinmayadasa;2017-01-08 23:33;1;4;"Any-1 with an ounce of common sense will always support #jallikattu as #Jallikkattu has nativity in all it's essence ingrained in2it totally https:// twitter.com/mhn4india/stat us/818154626948042753 …";;;#jallikattu #Jallikkattu;"818156241759387648";https://twitter.com/Chinmayadasa/status/818156241759387648
DhanushismKK;2017-01-08 23:33;0;1;"#KKDF 's support for our traditional sport #jallikattu #wesupportjallikattu @dhanushkraja @RIAZtheboss @v4umedia1 pic.twitter.com/9gwL0E7AnY";;@dhanushkraja @RIAZtheboss @v4umedia1;#KKDF #jallikattu #wesupportjallikattu;"818156182770593792";https://twitter.com/DhanushismKK/status/818156182770593792
NikhinNP;2017-01-08 23:33;0;1;"The ban is a part of money-scheming by large businesses.The people who conduct jallikattu consider cows and Bulls equal to god. #jallikattu";;;#jallikattu;"818156077917372416";https://twitter.com/NikhinNP/status/818156077917372416
vinay332;2017-01-08 23:32;4;9;"நன்றி ... எங்களை ஒன்றினைத்ததிற்கு..காட்டுகிறோம் தமிழர்கள் இணைந்தால் என்ன நடக்கும் என்று #jallikattu #merina #SaveFarmers #SaveJallikattu pic.twitter.com/sQUwDglOWD";;;#jallikattu #merina #SaveFarmers #SaveJallikattu;"818155993712377856";https://twitter.com/vinay332/status/818155993712377856
Nikamanth17;2017-01-08 23:28;2;2;"Save our native breed #SaveJallikattu #TNneedsJALIKATTU #jallikattu #TamizhanDa . pic.twitter.com/2ygSuyYEWe";;;#SaveJallikattu #TNneedsJALIKATTU #jallikattu #TamizhanDa;"818154850198224896";https://twitter.com/Nikamanth17/status/818154850198224896
nallaganesh;2017-01-08 23:25;2;6;"I am appalled at former PM Manmohan Singh's support to ban #Jallikattu pic.twitter.com/x07UG7ZD8s";;;#Jallikattu;"818154292645400576";https://twitter.com/nallaganesh/status/818154292645400576
VinothMichael;2017-01-08 23:25;0;1;"#jallikattu is our #pride so we need our #pride back pic.twitter.com/653Dxxolhm";;;#jallikattu #pride #pride;"818154223539892224";https://twitter.com/VinothMichael/status/818154223539892224
Anbuagri1;2017-01-08 23:25;0;0;"I supporting #jallikattu #";;;#jallikattu #;"818154098008670208";https://twitter.com/Anbuagri1/status/818154098008670208
g_tweeps;2017-01-08 23:24;0;0;"#jallikattu #wedojallikatu https:// twitter.com/bbctamil/statu s/818149007885221888 …";;;#jallikattu #wedojallikatu;"818154008560869376";https://twitter.com/g_tweeps/status/818154008560869376
kallurani;2017-01-08 23:23;1;3;"இன்று சென்னையில் நடைபெற்ற போராட்டத்தில் பங்கெடுத்த அனைத்து உறவுகளுக்கும் நன்றிகள்.. #WeNeedJallikattu #TamilNadu #tamil #jallikattu pic.twitter.com/PteEhUrX3t";;;#WeNeedJallikattu #TamilNadu #tamil #jallikattu;"818153726443659264";https://twitter.com/kallurani/status/818153726443659264
shivv_sandy;2017-01-08 23:23;54;344;"Inspired from @hiphoptamizha nd joined together to support #jallikattu at Marina today.. #tnneedjallikatu #BanPeta pic.twitter.com/ER5F7O1kQX";;@hiphoptamizha;#jallikattu #tnneedjallikatu #BanPeta;"818153565072015362";https://twitter.com/shivv_sandy/status/818153565072015362
cinemaprofile;2017-01-08 23:22;10;8;"இப்படை தோற்கின் எப்படை வெல்லும்! தமிழன்டா. "சென்னையை மிரட்டிய ஜல்லிக்கட்டு பேரணி.. வேட்டியுடன் வரிந்து கட்டிய இளைஞர்கள்!" #jallikattu pic.twitter.com/RBMZjFwPwY";;;#jallikattu;"818153414760677377";https://twitter.com/cinemaprofile/status/818153414760677377
Thala_Jals;2017-01-08 23:20;6;12;"#Madurai guys planned Walkathon tmrw near Goripalayam Thevar Silai to support #Jallikattu at 10am.. Share to all your Madurai friends";;;#Madurai #Jallikattu;"818152997599506432";https://twitter.com/Thala_Jals/status/818152997599506432
hedhanush;2017-01-08 23:18;0;0;"Feeling proud the people who protest against supreme court decision about #jallikattu";;;#jallikattu;"818152516927922177";https://twitter.com/hedhanush/status/818152516927922177
Boologam_Noor;2017-01-08 23:18;0;0;"Save our culture save #jallikattu";;;#jallikattu;"818152514277273608";https://twitter.com/Boologam_Noor/status/818152514277273608
