,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
1,"RT @9gagtv: President Donald Trump Accidentally Quotes Bane In His #Inauguration Speech
https://t.co/PlcxZgmz4Z https://t.co/BXlQ8b63eo",FALSE,0,NA,2017-02-08 04:54:32,FALSE,NA,829191662333211000,NA,Twitter Web Client,LbmFKUd5EIPCYfc,531,TRUE,FALSE,NA,NA
2,RT @SpcStevens: This makes it much easier. #Inauguration https://t.co/KqLUwx2dgt,FALSE,0,NA,2017-02-08 04:53:51,FALSE,NA,829191489750258000,NA,Twitter Web Client,edmPt9OQ0ND7ABq,1,TRUE,FALSE,NA,NA
3,@Claire_Phipps @nwg83 so what youre saying is more people watched @SenWarren than attended @realDonaldTrump #Inauguration #period,FALSE,6,Claire_Phipps,2017-02-08 04:53:00,FALSE,829185433531740000,829191277921104000,168828976,Twitter for Android,PBnRay,1,FALSE,FALSE,NA,NA
4,"RT @JahovasWitniss: Wait... what!?

#Inauguration https://t.co/zs8rx1MjMc",FALSE,0,NA,2017-02-08 04:52:31,FALSE,NA,829191155644563000,NA,Twitter for iPhone,HonestAnes,89784,TRUE,FALSE,NA,NA
5,RT @3lectric5heep: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/qDU1oBXMOj,FALSE,0,NA,2017-02-08 04:52:20,FALSE,NA,829191107707822000,NA,Twitter for Android,elway1771,405,TRUE,FALSE,NA,NA
6,"RT @DanJGross: Crowd count is in:
Trump 2017: 250,000
Obama 2013: 1,000,000
Obama 2009: 1,800,000
#Inauguration",FALSE,0,NA,2017-02-08 04:51:00,FALSE,NA,829190772398363000,NA,Twitter Web Client,0QX2fL8ETixpe1v,19909,TRUE,FALSE,NA,NA
7,"RT @FunnyVines: The 45th President of The United States of America #Inauguration
https://t.co/D1EXTMoSL5",FALSE,0,NA,2017-02-08 04:49:43,FALSE,NA,829190451521528000,NA,Twitter Web Client,cmHWA9yG1cw4eFT,7132,TRUE,FALSE,NA,NA
8,RT @JCRaskaus: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC - GotNews https://t.co/jNgnrFjQhz…,FALSE,0,NA,2017-02-08 04:49:09,FALSE,NA,829190305949835000,NA,Twitter for Android,Muzzo11Sb,9,TRUE,FALSE,NA,NA
9,RT @LessGovMoreFun: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration... https://t.co/ffTFVZZn2s by #4djt2016…,FALSE,0,NA,2017-02-08 04:47:35,FALSE,NA,829189912423498000,NA,Twitter for Windows,Arch_Angel9999,28,TRUE,FALSE,NA,NA
10,RT @WBLZSportsChica: 1 million #Patriots fans at parade still more then @POTUS #Inauguration lol,FALSE,0,NA,2017-02-08 04:47:30,FALSE,NA,829189892349493000,NA,Twitter Web Client,vankHub,11,TRUE,FALSE,NA,NA
11,RT @Garrett_Love: Congratulations to President Donald Trump &amp; VP Mike Pence! Remember to keep our leaders in your prayers. #Inauguration #p…,FALSE,0,NA,2017-02-08 04:46:17,FALSE,NA,829189587071287000,NA,Twitter for Android,Beachbored2,209,TRUE,FALSE,NA,NA
12,Inauguration Of The President Mr. JOVENEL MOISE jovenelmoise... #mupanah #haiti #inauguration… https://t.co/J7WxAhcb3G,FALSE,0,NA,2017-02-08 04:45:33,FALSE,NA,829189402316386000,NA,Instagram,NMVHT,0,FALSE,FALSE,NA,NA
13,"RT @RelatableQuote: I feel you, Michelle. #inauguration https://t.co/FcHyW5bJSx",FALSE,0,NA,2017-02-08 04:42:21,FALSE,NA,829188595458179000,NA,Twitter for Android,MeganNekola,3549,TRUE,FALSE,NA,NA
14,Have to attend/read #Inauguration program before know who's in #WH <ed><U+00A0><U+00BD><ed><U+00B8><U+008F> @willbarrett_1 @frenchfortrump @NancyPelosi @POTUS @realDonaldTrump,FALSE,0,willbarrett_1,2017-02-08 04:41:08,FALSE,829181086437634000,829188287671697000,2208095516,Twitter for iPhone,BizLifePHL,0,FALSE,FALSE,NA,NA
15,RT @djt_america: @LindaSuhler Vets participate in #Inauguration Parade. @POTUS promises they will never be forgotten again <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>#amvets #dav h…,FALSE,0,NA,2017-02-08 04:38:56,FALSE,NA,829187737144136000,NA,Twitter Web Client,Jesus_isPeace,127,TRUE,FALSE,NA,NA
16,"RT @Terranc01238139: we fucked 
 #Inauguration",FALSE,0,NA,2017-02-08 04:31:33,FALSE,NA,829185879465931000,NA,Twitter Web Client,93UvJX1M0u36LWj,3,TRUE,FALSE,NA,NA
17,RT @WBLZSportsChica: 1 million #Patriots fans at parade still more then @POTUS #Inauguration lol,FALSE,0,NA,2017-02-08 04:29:38,FALSE,NA,829185396458152000,NA,Twitter Web Client,Bry_r4By4,11,TRUE,FALSE,NA,NA
18,RT @paddypower: When a joke goes too far and you have to actually follow through with it: #Inauguration https://t.co/rtIonwrIvL,FALSE,0,NA,2017-02-08 04:26:33,FALSE,NA,829184619262145000,NA,Twitter for iPhone,Valdeezy_22,930,TRUE,FALSE,NA,NA
19,"RT @JahovasWitniss: Wait... what!?

#Inauguration https://t.co/zs8rx1MjMc",FALSE,0,NA,2017-02-08 04:22:21,FALSE,NA,829183563597828000,NA,Twitter Web Client,theawkwardnada,89784,TRUE,FALSE,NA,NA
20,"RT @AngryBlackLady: HRC: Can you believe this shit?
MO: Girl, I know. 

#Inauguration https://t.co/aqOZWmjHoO",FALSE,0,NA,2017-02-08 04:19:59,FALSE,NA,829182969013293000,NA,Twitter for Android,abd500,2074,TRUE,FALSE,NA,NA
21,RT @Bigbobbalouie1: @Stevenwhirsch99 If only this were at UCBerkley and the #inauguration.,FALSE,0,NA,2017-02-08 04:19:31,FALSE,NA,829182849043530000,NA,Twitter for iPhone,SuperUnderoos,1,TRUE,FALSE,NA,NA
22,"RT @ItsCelineAScene: Protester screams as Donald Trump becomes 45th President.
#Inauguration #CelineAScene @realDonaldTrump #MAGA #AmericaF…",FALSE,0,NA,2017-02-08 04:16:47,FALSE,NA,829182161458692000,NA,Twitter for Android,JulieMcGill11,88,TRUE,FALSE,NA,NA
23,RT @JCRaskaus: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC - GotNews https://t.co/jNgnrFjQhz…,FALSE,0,NA,2017-02-08 04:11:11,FALSE,NA,829180753644810000,NA,Twitter for iPhone,Trish061616,9,TRUE,FALSE,NA,NA
24,RT @WBLZSportsChica: 1 million #Patriots fans at parade still more then @POTUS #Inauguration lol,FALSE,0,NA,2017-02-08 04:07:44,FALSE,NA,829179883137880000,NA,Twitter Web Client,funkbefeer,11,TRUE,FALSE,NA,NA
25,"RT @grescoe: If you wondered what #Trump will mean for future of transport...
...one image via @bicyclelobby
#Inauguration https://t.co/OzJ…",FALSE,0,NA,2017-02-08 04:04:05,FALSE,NA,829178964711182000,NA,Twitter for iPhone,sufiboy,85,TRUE,FALSE,NA,NA
26,"RT @tpartynews: Trump Referred To Himself Only 3 Times During Speech; We 45 Times; You 24 Times
#Inauguration",FALSE,0,NA,2017-02-08 04:02:32,FALSE,NA,829178576402579000,NA,Twitter for Android,RobertW08604367,102,TRUE,FALSE,NA,NA
27,Stink Bomb Attack at Trump Inaugural Ball Plot Busted https://t.co/wHLYvHBRm9 #trump #stinkbomb #inauguration,FALSE,0,NA,2017-02-08 04:02:15,FALSE,NA,829178504830976000,NA,Colin's Autotweeterpro5.3,Col_Connaughton,0,FALSE,FALSE,NA,NA
28,Don't Spend Money On #Inauguration. Give 2 #SaveTaiz Instead! $$$ Well Spent! #Obama #POTUS https://t.co/ImxgHK6gYC https://t.co/SDWW7X2Kvt,FALSE,0,NA,2017-02-08 04:01:20,FALSE,NA,829178272604779000,NA,Twitter for iPhone,govnmtgirl,0,FALSE,FALSE,NA,NA
29,@Stevenwhirsch99 If only this were at UCBerkley and the #inauguration.,FALSE,3,Stevenwhirsch99,2017-02-08 04:01:07,FALSE,829175367562907000,829178221098856000,4261318354,Twitter Web Client,Bigbobbalouie1,1,FALSE,FALSE,NA,NA
30,RT @ThePatriot143: Check out the number on the referee that called the game winning touchdown at the #SuperBowl Coincidence???#Inauguration…,FALSE,0,NA,2017-02-08 04:00:30,FALSE,NA,829178064789766000,NA,Twitter for iPad,milisajay1,350,TRUE,FALSE,NA,NA
31,RT @IvankaTrump: #Inauguration day has almost arrived!!! The last 19 months have been remarkable but this amazing journey is just getting s…,FALSE,0,NA,2017-02-08 03:58:42,FALSE,NA,829177611364475000,NA,Twitter for iPhone,obannons19691,5977,TRUE,FALSE,NA,NA
32,RT @PDog1313: @foxnewspolitics @FreeBeacon @FoxNews Dementia much? She was kissing his A$$ pretty good #Inauguration day How many fingers a…,FALSE,0,NA,2017-02-08 03:58:19,FALSE,NA,829177515981885000,NA,Twitter for iPhone,AnneEdmunds70,1,TRUE,FALSE,NA,NA
33,Don't Spend Money On #Inauguration. Give 2 #SaveTaiz Instead! $$$ Well Spent! #Obama #POTUS https://t.co/lzGUmLZqUY https://t.co/0oloLBir5x,FALSE,0,NA,2017-02-08 03:58:02,FALSE,NA,829177441893519000,NA,Twitter Web Client,Yarraslava,0,FALSE,FALSE,NA,NA
34,RT @IvankaTrump: A perfect day! #MAGA #inauguration https://t.co/NROtvI5u5u,FALSE,0,NA,2017-02-08 03:57:48,FALSE,NA,829177383827698000,NA,Twitter for iPhone,Lennydaman,3513,TRUE,FALSE,NA,NA
35,RT @IvankaTrump: A perfect day! #MAGA #inauguration https://t.co/NROtvI5u5u,FALSE,0,NA,2017-02-08 03:56:44,FALSE,NA,829177114175873000,NA,Twitter for iPad,lukiOC,3513,TRUE,FALSE,NA,NA
36,RT @JCRaskaus: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC - GotNews https://t.co/jNgnrFjQhz…,FALSE,0,NA,2017-02-08 03:56:07,FALSE,NA,829176961285112000,NA,Twitter for Android,JurisJedi,9,TRUE,FALSE,NA,NA
37,RT @IvankaTrump: A perfect day! #MAGA #inauguration https://t.co/NROtvI5u5u,FALSE,0,NA,2017-02-08 03:54:15,FALSE,NA,829176489111331000,NA,Twitter for iPhone,obannons19691,3513,TRUE,FALSE,NA,NA
38,RT @IvankaTrump: Tomorrow will be an incredible day. Goodnight everyone! #Inauguration #MAGA https://t.co/EkkvXwscHA,FALSE,0,NA,2017-02-08 03:53:22,FALSE,NA,829176268084089000,NA,Twitter for iPhone,obannons19691,4578,TRUE,FALSE,NA,NA
39,"RT @ShLueck: What's taking the impeachment so long? We're waiting...

#Inauguration #InaugurationProtest #NotMyPresident #ResistTrump #Resi…",FALSE,0,NA,2017-02-08 03:52:10,FALSE,NA,829175965448172000,NA,Twitter for iPhone,PunkRockBrina,215,TRUE,FALSE,NA,NA
40,RT @ThePatriot143: Check out the number on the referee that called the game winning touchdown at the #SuperBowl Coincidence???#Inauguration…,FALSE,0,NA,2017-02-08 03:51:11,FALSE,NA,829175719796175000,NA,Twitter for iPad,EggRetweet,350,TRUE,FALSE,NA,NA
41,RT @ThePatriot143: POLL - Where would you rather live? #Inauguration,FALSE,0,NA,2017-02-08 03:50:45,FALSE,NA,829175612380058000,NA,Twitter for iPad,EggRetweet,3184,TRUE,FALSE,NA,NA
42,RT @WBLZSportsChica: 1 million #Patriots fans at parade still more then @POTUS #Inauguration lol,FALSE,0,NA,2017-02-08 03:49:51,FALSE,NA,829175382276469000,NA,Twitter Web Client,BeastingI2t0_,11,TRUE,FALSE,NA,NA
43,"@CNN Comparing #Inauguration of 2 heads,@narendramodi grand world tours &amp; acceptance; @realDonaldTrump even Cabinet not in place #POTUS #BBC",FALSE,0,CNN,2017-02-08 03:49:21,FALSE,NA,829175256996647000,759251,Twitter for Android,SK_Chowdhary,0,FALSE,FALSE,NA,NA
44,RT @Jacquiecharles: The Cardinal knows how to make an entrance. #Haiti #inauguration https://t.co/tzfCgVyvvB,FALSE,0,NA,2017-02-08 03:49:15,FALSE,NA,829175231088566000,NA,Twitter for iPhone,vjoachim,4,TRUE,FALSE,NA,NA
45,RT @trustnorminah: This is the best thing I've seen. #Inauguration https://t.co/91P0OD4SWn,FALSE,0,NA,2017-02-08 03:48:10,FALSE,NA,829174960723603000,NA,Twitter for iPhone,Roxie_Marroquin,66220,TRUE,FALSE,NA,NA
46,RT @iiLoveKARMA_: She waited her whole life to see a female president this makes me so sad <ed><U+00A0><U+00BD><ed><U+00B8><U+0094>  #Inauguration https://t.co/x0tLAmx65b,FALSE,0,NA,2017-02-08 03:43:10,FALSE,NA,829173700729700000,NA,Twitter for iPhone,Chris_Charmin,1377,TRUE,FALSE,NA,NA
47,RT @Charles_HRH: The Pentagon has changed the nuclear codes to over 140 characters so President Trump can't tweet them. #Inauguration,FALSE,0,NA,2017-02-08 03:42:34,FALSE,NA,829173550892216000,NA,Twitter for iPhone,empimentel,9324,TRUE,FALSE,NA,NA
48,"RT @grescoe: If you wondered what #Trump will mean for future of transport...
...one image via @bicyclelobby
#Inauguration https://t.co/OzJ…",FALSE,0,NA,2017-02-08 03:42:25,FALSE,NA,829173513164579000,NA,Twitter Web Client,timrobott,85,TRUE,FALSE,NA,NA
49,RT @iiLoveKARMA_: She waited her whole life to see a female president this makes me so sad <ed><U+00A0><U+00BD><ed><U+00B8><U+0094>  #Inauguration https://t.co/x0tLAmx65b,FALSE,0,NA,2017-02-08 03:42:01,FALSE,NA,829173414464205000,NA,Twitter for iPhone,Miss_Nehemiah,1377,TRUE,FALSE,NA,NA
50,"RT @grescoe: If you wondered what #Trump will mean for future of transport...
...one image via @bicyclelobby
#Inauguration https://t.co/OzJ…",FALSE,0,NA,2017-02-08 03:40:37,FALSE,NA,829173060087452000,NA,TweetDeck,WalkBikePlaces,85,TRUE,FALSE,NA,NA
51,"RT @RepThomasMassie: It was my great honor to give @KennedyNation a tour of #libraryofcongress after the #Inauguration Why yes, that is a #…",FALSE,0,NA,2017-02-08 03:39:13,FALSE,NA,829172709611405000,NA,TweetDeck,3VOLRebel,13,TRUE,FALSE,NA,NA
52,"RT @RepThomasMassie: It was my great honor to give @KennedyNation a tour of #libraryofcongress after the #Inauguration Why yes, that is a #…",FALSE,0,NA,2017-02-08 03:39:13,FALSE,NA,829172709393388000,NA,TweetDeck,Voluntarian,13,TRUE,FALSE,NA,NA
53,.@realDonaldTrump No wonder D.C. #Inauguration,FALSE,0,NA,2017-02-08 03:38:58,FALSE,NA,829172645929312000,NA,r34ld0n4ld7rump,r34ld0n4ld7rump,0,FALSE,FALSE,NA,NA
54,RT @JCRaskaus: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC - GotNews https://t.co/jNgnrFjQhz…,FALSE,0,NA,2017-02-08 03:35:04,FALSE,NA,829171661924622000,NA,Twitter for iPhone,TommmyJefferson,9,TRUE,FALSE,NA,NA
55,RT @ThePatriot143: Check out the number on the referee that called the game winning touchdown at the #SuperBowl Coincidence???#Inauguration…,FALSE,0,NA,2017-02-08 03:34:07,FALSE,NA,829171423012852000,NA,Twitter for Android,MommaV_202,350,TRUE,FALSE,NA,NA
56,"RT @Bros4America: This is #Texas Anti Trump rally tonight: more attendees than his #Inauguration  And a red state, too. https://t.co/U6Tpa0…",FALSE,0,NA,2017-02-08 03:33:07,FALSE,NA,829171173124616000,NA,Twitter for iPhone,_xoAalanis,12369,TRUE,FALSE,NA,NA
57,RT @ThePatriot143: Check out the number on the referee that called the game winning touchdown at the #SuperBowl Coincidence???#Inauguration…,FALSE,0,NA,2017-02-08 03:30:47,FALSE,NA,829170584919613000,NA,Twitter for iPhone,michael_motisi,350,TRUE,FALSE,NA,NA
58,RT @iiLoveKARMA_: She waited her whole life to see a female president this makes me so sad <ed><U+00A0><U+00BD><ed><U+00B8><U+0094>  #Inauguration https://t.co/x0tLAmx65b,FALSE,0,NA,2017-02-08 03:30:41,FALSE,NA,829170558449381000,NA,Twitter for iPhone,KoochieKinte,1377,TRUE,FALSE,NA,NA
59,RT @FunnyVines: Bill looks like he's ready to risk it all.. #Inauguration https://t.co/8jRdESzvn9,FALSE,0,NA,2017-02-08 03:29:58,FALSE,NA,829170379096719000,NA,Twitter for Android,almighty_dud,2505,TRUE,FALSE,NA,NA
60,"RT @JahovasWitniss: Wait... what!?

#Inauguration https://t.co/zs8rx1MjMc",FALSE,0,NA,2017-02-08 03:29:40,FALSE,NA,829170304941425000,NA,Twitter for iPhone,BenAdams100,89784,TRUE,FALSE,NA,NA
61,RT @IvankaTrump: Heading to the parade! <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8> #inauguration https://t.co/cBg6UuO05A,FALSE,0,NA,2017-02-08 03:29:27,FALSE,NA,829170248397922000,NA,Mobile Web (M5),imrem777,4655,TRUE,FALSE,NA,NA
62,RT @Jacquiecharles: The Cardinal knows how to make an entrance. #Haiti #inauguration https://t.co/tzfCgVyvvB,FALSE,0,NA,2017-02-08 03:27:13,FALSE,NA,829169689133797000,NA,Twitter for Android,ManGodHaiti,4,TRUE,FALSE,NA,NA
63,RT @WBLZSportsChica: 1 million #Patriots fans at parade still more then @POTUS #Inauguration lol,FALSE,0,NA,2017-02-08 03:26:57,FALSE,NA,829169621538202000,NA,Twitter Web Client,TheDJgrouCYpN,11,TRUE,FALSE,NA,NA
64,RT @ThePatriot143: Check out the number on the referee that called the game winning touchdown at the #SuperBowl Coincidence???#Inauguration…,FALSE,0,NA,2017-02-08 03:25:30,FALSE,NA,829169257011413000,NA,Twitter for iPad,chingchingtruth,350,TRUE,FALSE,NA,NA
65,RT @ThePatriot143: Check out the number on the referee that called the game winning touchdown at the #SuperBowl Coincidence???#Inauguration…,FALSE,0,NA,2017-02-08 03:21:29,FALSE,NA,829168244883747000,NA,Twitter for Android,Pichelmanngroup,350,TRUE,FALSE,NA,NA
66,"RT @Aceworld21: NEW ""Bet It"" @STREETPREZGRAMZ Via (@StreetPrezFanz) ""The Inauguration"" MIXTAPE @IamDjOktobA  #FukAVote #Inauguration https:…",FALSE,0,NA,2017-02-08 03:20:43,FALSE,NA,829168051085980000,NA,Twitter Web Client,SidneyVanharlin,9,TRUE,FALSE,NA,NA
67,RT @trustnorminah: This is the best thing I've seen. #Inauguration https://t.co/91P0OD4SWn,FALSE,0,NA,2017-02-08 03:20:22,FALSE,NA,829167962082968000,NA,Twitter Web Client,pisslorde,66220,TRUE,FALSE,NA,NA
68,RT @ThePatriot143: Check out the number on the referee that called the game winning touchdown at the #SuperBowl Coincidence???#Inauguration…,FALSE,0,NA,2017-02-08 03:19:39,FALSE,NA,829167783376257000,NA,Twitter for Android,tea0704,350,TRUE,FALSE,NA,NA
69,RT @ThePatriot143: Check out the number on the referee that called the game winning touchdown at the #SuperBowl Coincidence???#Inauguration…,FALSE,0,NA,2017-02-08 03:19:35,FALSE,NA,829167767421125000,NA,Twitter for Android,parsonroy,350,TRUE,FALSE,NA,NA
70,RT @ThePatriot143: Check out the number on the referee that called the game winning touchdown at the #SuperBowl Coincidence???#Inauguration…,FALSE,0,NA,2017-02-08 03:18:58,FALSE,NA,829167613099995000,NA,Twitter for Android,Shrek9595,350,TRUE,FALSE,NA,NA
71,RT @ThePatriot143: Check out the number on the referee that called the game winning touchdown at the #SuperBowl Coincidence???#Inauguration…,FALSE,0,NA,2017-02-08 03:17:23,FALSE,NA,829167212141220000,NA,Twitter for iPhone,MyblueNM,350,TRUE,FALSE,NA,NA
72,"RT @FunnyVines: The 45th President of The United States of America #Inauguration
https://t.co/D1EXTMoSL5",FALSE,0,NA,2017-02-08 03:16:39,FALSE,NA,829167028346855000,NA,Twitter for iPhone,paulinrenaldi,7132,TRUE,FALSE,NA,NA
73,"RT @TroluKejri: US President #DonaldTrump Is A Coward And A Psychopath.

#PresidentTrump #Trump #TrumpPresident #Inauguration #WomensMarch…",FALSE,0,NA,2017-02-08 03:16:38,FALSE,NA,829167026522431000,NA,Twitter for Android,XSicular,142,TRUE,FALSE,NA,NA
74,RT @ThePatriot143: Check out the number on the referee that called the game winning touchdown at the #SuperBowl Coincidence???#Inauguration…,FALSE,0,NA,2017-02-08 03:16:26,FALSE,NA,829166976182448000,NA,Twitter Web Client,BECLAIMSMART,350,TRUE,FALSE,NA,NA
75,RT @ThePatriot143: POLL - Where would you rather live? #Inauguration,FALSE,0,NA,2017-02-08 03:16:14,FALSE,NA,829166923648676000,NA,Twitter for iPhone,justabitd,3184,TRUE,FALSE,NA,NA
76,RT @ThePatriot143: Check out the number on the referee that called the game winning touchdown at the #SuperBowl Coincidence???#Inauguration…,FALSE,0,NA,2017-02-08 03:11:53,FALSE,NA,829165828612321000,NA,Twitter for Android,johns382,350,TRUE,FALSE,NA,NA
77,RT @ThePatriot143: Check out the number on the referee that called the game winning touchdown at the #SuperBowl Coincidence???#Inauguration…,FALSE,0,NA,2017-02-08 03:11:51,FALSE,NA,829165819695358000,NA,Twitter for Android,laylalaylaland,350,TRUE,FALSE,NA,NA
78,@realDonaldTrump Hmmm… Has it been 161 days since your #Inauguration? I think @POTUS44 has you beat. 161 days! <ed><U+00A0><U+00BD><ed><U+00B8><U+00B3><ed><U+00A0><U+00BD><ed><U+00B9><U+0084><ed><U+00A0><U+00BD><ed><U+00B1><U+0080>  https://t.co/fEsCgT3DT4,FALSE,5,realDonaldTrump,2017-02-08 03:11:50,FALSE,829133645055136000,829165816524456000,25073877,Tweetbot for Mac,havertyj,0,FALSE,FALSE,NA,NA
79,RT @ThePatriot143: Check out the number on the referee that called the game winning touchdown at the #SuperBowl Coincidence???#Inauguration…,FALSE,0,NA,2017-02-08 03:11:24,FALSE,NA,829165709091484000,NA,Twitter Web Client,TeamTrumpAZ,350,TRUE,FALSE,NA,NA
80,RT @ThePatriot143: Check out the number on the referee that called the game winning touchdown at the #SuperBowl Coincidence???#Inauguration…,FALSE,0,NA,2017-02-08 03:11:05,FALSE,NA,829165626375696000,NA,Twitter for iPad,sargentrealtytx,350,TRUE,FALSE,NA,NA
81,RT @kookamuffin: This is the Twitter account of my sworn enemy and leader of #TheAmericanTaliban. They must be defeated. #Inauguration http…,FALSE,0,NA,2017-02-08 03:03:08,FALSE,NA,829163628054114000,NA,Twitter for Android,NoBrainsTRUMP,1,TRUE,FALSE,NA,NA
82,RT @WBLZSportsChica: 1 million #Patriots fans at parade still more then @POTUS #Inauguration lol,FALSE,0,NA,2017-02-08 03:02:52,FALSE,NA,829163559498154000,NA,Twitter Web Client,SkyaRrlT,11,TRUE,FALSE,NA,NA
83,"RT @AngryBlackLady: HRC: Can you believe this shit?
MO: Girl, I know. 

#Inauguration https://t.co/aqOZWmjHoO",FALSE,0,NA,2017-02-08 03:02:23,FALSE,NA,829163436420456000,NA,Twitter for Android,greenladynancy,2074,TRUE,FALSE,NA,NA
84,RT @TheGOPReport: If anybody knows this woman who lit a Trump supporter's hair on fire at Donald Trump's #Inauguration please notify the D.…,FALSE,0,NA,2017-02-08 02:57:53,FALSE,NA,829162306412151000,NA,Twitter Web Client,JohnnyFr8trane,1650,TRUE,FALSE,NA,NA
85,"RT @KingofPopTweets: But a #PEEOTUS making a $25 Million fraud settlement 1 week before #inauguration isn't a violation, Conflicts of Inter…",FALSE,0,NA,2017-02-08 02:57:53,FALSE,NA,829162305375965000,NA,Twitter for iPhone,henson_rr,1,TRUE,FALSE,NA,NA
86,"But a #PEEOTUS making a $25 Million fraud settlement 1 week before #inauguration isn't a violation, Conflicts of In… https://t.co/ctRCIDUDU8",FALSE,2,NA,2017-02-08 02:57:10,TRUE,NA,829162123574071000,NA,Twitter Web Client,KingofPopTweets,1,FALSE,FALSE,NA,NA
87,"RT @JahovasWitniss: Wait... what!?

#Inauguration https://t.co/zs8rx1MjMc",FALSE,0,NA,2017-02-08 02:55:57,FALSE,NA,829161819168264000,NA,Twitter for iPhone,JoeyP28playz,89784,TRUE,FALSE,NA,NA
88,RT @DankMemes: Obama leaving the White House like....  #Inauguration https://t.co/ahENXGBrx6,FALSE,0,NA,2017-02-08 02:54:31,FALSE,NA,829161457220743000,NA,Twitter for iPhone,Reverseio1,1300,TRUE,FALSE,NA,NA
89,RT @JCRaskaus: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC - GotNews https://t.co/jNgnrFjQhz…,FALSE,0,NA,2017-02-08 02:53:53,FALSE,NA,829161299024212000,NA,Twitter for Android,35leosa,9,TRUE,FALSE,NA,NA
90,"RT @itscomedyVines: The 45th President of The United States of America #Inauguration
https://t.co/Mis7c2FwcX",FALSE,0,NA,2017-02-08 02:53:33,FALSE,NA,829161214408286000,NA,Twitter for Android,katy_danielle2k,129,TRUE,FALSE,NA,NA
91,"RT @TheSciBabe: ""Don't just teach your children to read. Teach them to question what they read."" -George Carlin. 

Dissent. #Inauguration",FALSE,0,NA,2017-02-08 02:51:46,FALSE,NA,829160765043179000,NA,Twitter for Android,xoppaw,86,TRUE,FALSE,NA,NA
92,RT @JCRaskaus: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC - GotNews https://t.co/jNgnrFjQhz…,FALSE,0,NA,2017-02-08 02:50:16,FALSE,NA,829160389996925000,NA,Twitter for Android,Crystal4Trump,9,TRUE,FALSE,NA,NA
93,"RT @FunnyVines: The 45th President of The United States of America #Inauguration
https://t.co/D1EXTMoSL5",FALSE,0,NA,2017-02-08 02:48:39,FALSE,NA,829159982021108000,NA,Twitter for iPhone,dylan_hartranft,7132,TRUE,FALSE,NA,NA
94,"RT @AngryBlackLady: HRC: Can you believe this shit?
MO: Girl, I know. 

#Inauguration https://t.co/aqOZWmjHoO",FALSE,0,NA,2017-02-08 02:48:30,FALSE,NA,829159945669009000,NA,Twitter Web Client,Kenslice,2074,TRUE,FALSE,NA,NA
95,"RT @AngryBlackLady: HRC: Can you believe this shit?
MO: Girl, I know. 

#Inauguration https://t.co/aqOZWmjHoO",FALSE,0,NA,2017-02-08 02:48:15,FALSE,NA,829159880493724000,NA,Twitter for Android,LaniKaiDuck,2074,TRUE,FALSE,NA,NA
96,It's out here. We're out here. The knowledge it out here be a #FrreThinker with #FreeSociety #Inauguration... https://t.co/EFBX3WF7wp,FALSE,1,NA,2017-02-08 02:47:49,FALSE,NA,829159773757112000,NA,Facebook,FreeSociety_42,0,FALSE,FALSE,NA,NA
97,"RT @TEN_GOP: RT if you also think these people are directly responsible for inciting violence in DC. 
#Inauguration https://t.co/fJo9YeZ82t",FALSE,0,NA,2017-02-08 02:43:18,FALSE,NA,829158635083223000,NA,Twitter for iPad,dayo1946,5050,TRUE,FALSE,NA,NA
98,"RT @TomthunkitsMind: There were 1,000,000,000,000,000,000 at ""President"" Trump's #Inauguration. 

10 people showed up for the #WomensMarch…",FALSE,0,NA,2017-02-08 02:43:06,FALSE,NA,829158583765963000,NA,Twitter for iPad,DrGranma,4,TRUE,FALSE,NA,NA
99,RT @3lectric5heep: BREAKING: Here's The Full List Of The 231 People Arrested At The #Inauguration Riots In DC https://t.co/qDU1oBXMOj,FALSE,0,NA,2017-02-08 02:41:36,FALSE,NA,829158207209759000,NA,Twitter for iPhone,we3rus,405,TRUE,FALSE,NA,NA
100,Wowww.<ed><U+00A0><U+00BD><ed><U+00B9><U+0084><ed><U+00A0><U+00BD><ed><U+00B9><U+0084> CNN took a massive photo during President Trump's #inauguration speech #gigapixel https://t.co/oZIu5Lsyc8,FALSE,1,NA,2017-02-08 02:41:01,FALSE,NA,829158059805012000,NA,Twitter for Android,Aneshk13,0,FALSE,FALSE,NA,NA
